,0
423021,556.0
296035,582.0
67990,529.0
369495,599.0
158665,604.0
290045,548.0
366527,572.0
258409,486.0
154321,575.0
423079,576.0
255431,576.0
403690,572.0
26480,536.0
384317,503.0
211481,533.0
418123,561.0
29719,513.0
100817,578.0
139760,607.0
22026,582.0
434624,535.0
413076,507.0
459924,565.0
59675,484.0
124798,533.0
118032,576.0
342986,533.0
307582,605.0
226375,456.0
287624,566.0
404664,503.0
326635,580.0
214252,541.0
306075,568.0
6233,535.0
202680,517.0
377593,531.0
450834,614.0
368097,599.0
452457,504.0
377353,628.0
280063,587.0
30955,539.0
369988,493.0
304291,596.0
81197,552.0
426784,554.0
259049,597.0
140973,459.0
360659,532.0
147686,483.0
425669,469.0
317271,557.0
105940,597.0
91365,573.0
386214,556.0
361532,626.0
456745,541.0
286947,549.0
397992,620.0
149473,576.0
8251,529.0
199256,510.0
277317,543.0
321634,499.0
38778,492.0
144676,489.0
193574,517.0
108903,539.0
191491,581.0
244323,556.0
101354,550.0
107308,547.0
111057,466.0
404098,546.0
79626,546.0
360621,501.0
392578,503.0
378080,558.0
224070,574.0
446937,543.0
362532,564.0
463250,554.0
20982,562.0
118507,556.0
133738,504.0
46998,552.0
20154,498.0
343861,547.0
138934,499.0
56789,585.0
138087,496.0
246807,552.0
61447,573.0
95568,474.0
29220,506.0
361350,553.0
363227,584.0
448045,569.0
400510,553.0
47625,542.0
225610,490.0
204107,495.0
206653,513.0
204488,507.0
85035,551.0
309331,591.0
75961,603.0
324701,549.0
299053,593.0
389509,546.0
409079,483.0
397473,553.0
234501,650.0
21779,545.0
401702,585.0
272894,532.0
5177,566.0
335601,614.0
199041,493.0
109151,491.0
21280,570.0
357127,567.0
13954,607.0
136909,644.0
127249,469.0
424884,587.0
77067,555.0
356845,507.0
324248,551.0
334254,571.0
389807,577.0
371607,603.0
59214,505.0
189246,584.0
341220,563.0
281259,579.0
105184,609.0
443717,542.0
271983,587.0
73897,456.0
323407,592.0
14601,481.0
119237,597.0
93225,453.0
56817,544.0
139804,554.0
6741,508.0
141684,488.0
19454,530.0
245652,580.0
417168,629.0
78875,577.0
237957,537.0
445072,486.0
192308,523.0
202207,610.0
9818,553.0
90241,571.0
180583,475.0
198442,496.0
7217,477.0
359101,556.0
209747,546.0
249111,562.0
50458,552.0
437751,573.0
353238,515.0
119272,593.0
89440,537.0
308378,566.0
25930,563.0
185098,518.0
69949,495.0
452041,578.0
168208,490.0
408713,530.0
243236,567.0
276917,573.0
190363,613.0
13102,495.0
385523,477.0
139947,467.0
291777,531.0
300358,601.0
331258,563.0
24803,484.0
403466,553.0
238629,562.0
294878,569.0
391552,555.0
362212,539.0
306946,532.0
464825,493.0
297021,567.0
202602,607.0
182017,606.0
345375,580.0
264129,585.0
179944,556.0
74576,522.0
118698,631.0
246830,554.0
313914,573.0
239618,637.0
431444,544.0
423330,560.0
283141,580.0
390511,672.0
200159,485.0
170496,563.0
281610,540.0
163757,526.0
462343,574.0
439595,553.0
93102,544.0
52118,514.0
401316,566.0
314121,510.0
203195,557.0
60031,587.0
63690,552.0
134993,615.0
307283,589.0
451077,500.0
462174,565.0
236616,503.0
21882,495.0
387107,506.0
181356,498.0
150450,604.0
368423,601.0
243340,562.0
27988,555.0
326955,540.0
148650,477.0
417319,548.0
304248,568.0
105857,594.0
420781,587.0
381275,547.0
108387,601.0
130664,539.0
302729,570.0
25486,494.0
99228,541.0
120882,536.0
231337,563.0
215207,480.0
353750,584.0
424622,497.0
161196,476.0
339066,598.0
316103,560.0
152921,492.0
449680,489.0
325956,500.0
315485,574.0
172022,546.0
3746,582.0
337735,584.0
77803,492.0
442911,536.0
341058,565.0
45355,515.0
254707,571.0
246025,541.0
378289,621.0
381167,547.0
11083,468.0
210698,622.0
152349,558.0
25122,492.0
416762,506.0
54037,573.0
426729,550.0
53878,503.0
289186,517.0
409530,554.0
363702,540.0
346435,559.0
151730,503.0
301912,569.0
344027,531.0
441138,548.0
330537,577.0
316804,580.0
7190,496.0
11506,486.0
406295,541.0
127570,595.0
81429,551.0
308109,594.0
392166,532.0
317809,556.0
91144,567.0
143430,579.0
244307,569.0
55796,620.0
264826,576.0
88437,596.0
442965,491.0
269979,587.0
96905,494.0
288831,598.0
9217,510.0
445370,549.0
303897,505.0
83192,601.0
33201,504.0
450196,606.0
295602,571.0
433653,544.0
452162,565.0
22707,535.0
73853,583.0
395379,569.0
443694,544.0
154490,527.0
266018,537.0
319844,606.0
263132,526.0
361817,574.0
299112,566.0
112203,598.0
259522,546.0
284977,528.0
385432,567.0
261380,570.0
133804,578.0
80686,550.0
161277,540.0
353595,562.0
372050,463.0
337915,570.0
258240,562.0
294977,554.0
24467,495.0
246768,568.0
247604,542.0
197667,576.0
79793,548.0
397093,534.0
458594,562.0
295742,514.0
106097,565.0
133802,538.0
338412,630.0
355301,609.0
272355,604.0
166461,565.0
303728,555.0
227930,507.0
43264,605.0
271041,591.0
329631,535.0
18240,494.0
171081,605.0
189795,563.0
440412,544.0
414237,541.0
393266,557.0
82947,596.0
189932,544.0
92370,521.0
416365,498.0
331353,567.0
130740,499.0
130493,518.0
198155,493.0
35280,487.0
85274,496.0
208629,571.0
208112,520.0
261802,488.0
301701,561.0
312995,554.0
235126,523.0
368230,464.0
338338,501.0
97308,605.0
439373,564.0
29890,489.0
121329,494.0
25264,505.0
384369,520.0
47857,572.0
10209,568.0
140450,532.0
285769,539.0
37151,498.0
306688,646.0
293854,587.0
423182,554.0
238793,550.0
132946,605.0
283814,503.0
295103,546.0
193009,490.0
281736,566.0
325629,622.0
129771,636.0
294350,588.0
276849,536.0
289280,571.0
41400,501.0
404955,524.0
366319,544.0
296923,571.0
228343,649.0
461958,616.0
88457,494.0
74518,563.0
171856,542.0
32861,522.0
75180,535.0
164437,560.0
285314,531.0
424670,542.0
339971,552.0
94750,550.0
113668,542.0
190215,459.0
395497,562.0
395533,537.0
62329,539.0
62746,558.0
195826,553.0
411114,529.0
143777,490.0
116414,557.0
250741,569.0
13011,554.0
412140,551.0
417748,545.0
456678,595.0
354640,565.0
388671,497.0
168643,562.0
325867,582.0
217865,528.0
128393,616.0
148701,478.0
361041,566.0
255099,543.0
278926,498.0
314204,575.0
396218,543.0
392575,570.0
313150,580.0
306295,565.0
4219,563.0
148892,611.0
347577,495.0
203708,564.0
363598,520.0
104312,560.0
177224,536.0
132853,506.0
122894,603.0
355106,573.0
20556,520.0
328942,496.0
40777,554.0
401139,546.0
281582,572.0
351756,642.0
237726,574.0
25613,524.0
179794,559.0
291880,536.0
284254,588.0
56092,595.0
303587,541.0
34240,508.0
396409,618.0
183864,545.0
103875,460.0
350276,478.0
73625,487.0
371373,533.0
368919,577.0
182985,415.0
394254,483.0
451710,518.0
98559,579.0
34909,501.0
333187,548.0
20244,486.0
432756,553.0
214979,566.0
74162,630.0
365886,514.0
209752,528.0
366663,546.0
397469,557.0
304317,592.0
13373,543.0
130432,568.0
463701,586.0
5602,542.0
20366,553.0
435016,540.0
465822,555.0
441177,544.0
360986,575.0
433081,483.0
431211,684.0
15925,492.0
86419,540.0
80793,532.0
380935,563.0
279439,544.0
125492,534.0
69608,519.0
389627,501.0
182868,485.0
381783,536.0
199930,541.0
372896,556.0
254282,532.0
120034,588.0
119270,558.0
27101,502.0
396440,507.0
224870,548.0
33779,534.0
195291,520.0
49108,492.0
410592,585.0
46101,469.0
3224,561.0
275190,564.0
67272,551.0
433302,533.0
188592,608.0
28854,512.0
7259,546.0
71116,547.0
191838,536.0
327182,538.0
118969,556.0
118343,532.0
380550,592.0
121703,503.0
8329,533.0
217976,536.0
335674,535.0
125992,451.0
372904,537.0
98319,637.0
64979,566.0
258368,530.0
340424,586.0
279780,551.0
3235,620.0
122367,582.0
57301,600.0
1626,574.0
3637,505.0
274790,636.0
379374,541.0
410744,568.0
184643,580.0
56370,514.0
114864,571.0
290300,484.0
398932,551.0
33785,519.0
223951,526.0
243714,576.0
396678,527.0
331465,508.0
217619,578.0
2420,551.0
451689,443.0
434027,555.0
230307,592.0
319862,536.0
377354,588.0
405756,548.0
230616,518.0
71554,580.0
37208,536.0
264476,560.0
366706,573.0
217299,477.0
436081,538.0
226851,514.0
309623,574.0
321119,572.0
432889,552.0
96982,543.0
382839,555.0
48185,551.0
224550,558.0
427483,565.0
105026,499.0
401554,576.0
365154,478.0
104102,473.0
343830,469.0
405438,565.0
120258,584.0
6602,583.0
55652,546.0
341412,578.0
423966,538.0
125383,587.0
125916,493.0
282093,564.0
360165,572.0
200059,509.0
38688,517.0
427747,572.0
458868,555.0
227590,497.0
126084,420.0
160152,563.0
306632,443.0
206968,542.0
99644,520.0
208294,613.0
65731,558.0
160917,523.0
197085,620.0
104313,532.0
107192,598.0
58318,567.0
456379,538.0
151425,593.0
295515,551.0
450254,515.0
109068,552.0
171816,550.0
203398,631.0
264236,557.0
260882,550.0
255827,572.0
13382,497.0
180667,560.0
8631,534.0
423067,605.0
155244,510.0
224716,506.0
371317,549.0
359752,570.0
388020,509.0
464431,560.0
193366,537.0
318858,631.0
314611,584.0
392100,577.0
218114,518.0
300263,585.0
163217,545.0
301342,565.0
446225,603.0
128835,514.0
68040,645.0
438054,596.0
61405,555.0
102279,617.0
41726,483.0
217687,529.0
93044,616.0
243234,452.0
22085,511.0
314819,573.0
5644,541.0
217977,498.0
127890,499.0
341268,544.0
278305,555.0
387135,521.0
415324,554.0
162406,513.0
163459,541.0
90705,588.0
127692,552.0
288771,601.0
125091,483.0
278981,573.0
207792,544.0
424054,610.0
348382,573.0
103488,626.0
182050,530.0
273930,568.0
87338,610.0
135426,602.0
19087,530.0
397191,579.0
131208,619.0
302525,559.0
397116,561.0
109740,579.0
268215,549.0
444866,576.0
10625,593.0
167772,555.0
426169,493.0
188897,506.0
210126,617.0
122347,657.0
225072,556.0
219966,609.0
141584,547.0
297194,594.0
152839,513.0
241099,568.0
56246,559.0
173314,540.0
272561,573.0
206721,542.0
409408,547.0
222441,581.0
32124,528.0
121327,536.0
213830,485.0
444162,622.0
160974,568.0
22254,543.0
13351,523.0
350903,561.0
28353,548.0
279534,490.0
5119,508.0
160323,472.0
7409,494.0
228213,577.0
224441,522.0
58374,511.0
233639,567.0
351505,533.0
460080,580.0
150438,591.0
441283,604.0
346364,555.0
91095,644.0
154877,466.0
77997,547.0
212949,496.0
437626,516.0
436497,658.0
137688,609.0
199063,532.0
126888,559.0
192967,520.0
47056,481.0
336370,537.0
462354,611.0
207330,526.0
106462,557.0
22895,528.0
202439,562.0
80308,538.0
438549,491.0
332303,535.0
113204,512.0
169869,570.0
287140,573.0
365285,628.0
48273,498.0
116384,542.0
455919,570.0
165802,503.0
182945,573.0
296792,562.0
138894,606.0
116327,490.0
31875,520.0
125600,460.0
460454,495.0
236121,553.0
204370,533.0
436822,560.0
126382,570.0
200689,489.0
371883,583.0
257836,528.0
377640,555.0
129704,555.0
99745,604.0
125303,505.0
451211,623.0
99286,527.0
362145,553.0
216370,498.0
147703,528.0
291713,553.0
216982,432.0
464877,529.0
27975,485.0
85508,527.0
158351,530.0
193328,491.0
34499,526.0
289213,630.0
464823,555.0
138004,503.0
13950,546.0
396410,559.0
176968,489.0
285397,579.0
397157,558.0
450133,510.0
382270,557.0
69256,521.0
248395,562.0
123456,503.0
421150,593.0
291169,569.0
307000,537.0
138206,484.0
287746,545.0
285327,572.0
113224,527.0
119369,487.0
231142,538.0
349170,532.0
43080,566.0
60585,502.0
239230,574.0
281639,544.0
302248,559.0
404522,542.0
287402,551.0
75896,562.0
188770,547.0
81038,527.0
58958,504.0
103149,458.0
319062,574.0
176417,511.0
33337,608.0
425129,569.0
258335,557.0
40281,443.0
82999,567.0
325450,567.0
59300,532.0
422424,464.0
56948,649.0
178782,548.0
69812,533.0
301038,566.0
14729,488.0
377345,518.0
177714,497.0
127119,523.0
388185,674.0
160507,567.0
448230,570.0
436375,649.0
336982,608.0
283685,602.0
242249,584.0
152503,667.0
414388,501.0
463865,499.0
204213,571.0
18886,561.0
181321,549.0
457942,569.0
138458,580.0
211683,489.0
101513,597.0
273880,537.0
15362,490.0
82619,523.0
153115,582.0
234891,573.0
148365,481.0
4487,511.0
352579,522.0
436418,540.0
450374,553.0
19466,487.0
434361,540.0
152073,476.0
240485,567.0
406406,580.0
105075,562.0
191350,503.0
271210,561.0
391096,539.0
21869,574.0
265615,539.0
238746,551.0
358229,546.0
50223,605.0
227000,564.0
143528,550.0
288972,575.0
345699,559.0
227869,481.0
77117,509.0
356562,531.0
99250,560.0
35439,501.0
145489,591.0
372959,568.0
22038,509.0
341848,545.0
146494,476.0
16967,550.0
213352,608.0
95757,556.0
464563,545.0
447619,602.0
69091,551.0
324684,606.0
447885,567.0
98967,511.0
25655,505.0
22351,471.0
316159,579.0
122031,526.0
219896,492.0
89178,577.0
196575,517.0
439995,508.0
220561,540.0
290595,576.0
429635,603.0
310115,592.0
79419,560.0
13936,522.0
271219,557.0
259354,547.0
300602,602.0
3551,612.0
273932,538.0
341700,554.0
441818,567.0
427425,545.0
27253,533.0
448288,488.0
442879,547.0
209076,536.0
297480,508.0
404944,564.0
300352,532.0
253947,532.0
373656,558.0
149910,596.0
271118,597.0
62301,541.0
283367,533.0
314373,569.0
159511,592.0
405716,486.0
435189,540.0
278878,588.0
401315,521.0
45210,561.0
105278,599.0
139541,623.0
72358,549.0
274922,557.0
327345,526.0
1391,529.0
66687,554.0
101110,548.0
105635,551.0
67415,576.0
142956,502.0
392774,595.0
180185,553.0
186271,551.0
104147,500.0
149808,594.0
184116,483.0
239468,577.0
359599,615.0
453111,556.0
19743,534.0
241308,586.0
181004,573.0
366513,648.0
316782,568.0
438758,652.0
26938,558.0
320129,544.0
216737,499.0
14746,571.0
51882,663.0
61038,560.0
238589,601.0
306435,548.0
421907,548.0
59879,657.0
250911,499.0
369847,553.0
394321,558.0
13241,565.0
27777,492.0
260843,493.0
303361,556.0
363242,570.0
133502,494.0
299129,487.0
243283,579.0
56595,507.0
418702,625.0
73148,573.0
239519,560.0
348084,546.0
389890,490.0
18239,570.0
211485,508.0
443136,529.0
200753,468.0
244794,533.0
463249,616.0
120589,480.0
292773,583.0
365532,576.0
423932,530.0
422477,539.0
98989,485.0
209238,536.0
252331,566.0
131939,563.0
79035,552.0
355668,659.0
420373,506.0
164967,509.0
211605,496.0
238100,596.0
265602,581.0
306557,598.0
288639,583.0
432887,600.0
358670,591.0
38718,526.0
82601,447.0
187107,540.0
303338,567.0
302639,579.0
420847,576.0
224027,549.0
446067,547.0
434394,554.0
221835,500.0
287632,541.0
72178,572.0
151037,632.0
113150,608.0
349034,560.0
57615,567.0
41522,488.0
215818,560.0
325427,630.0
228313,505.0
77704,540.0
264803,529.0
192659,598.0
250173,656.0
391242,539.0
236350,569.0
350236,568.0
6196,510.0
230060,497.0
14361,536.0
22137,508.0
214774,538.0
373459,515.0
194314,538.0
245846,542.0
39699,566.0
150983,476.0
10509,585.0
228568,629.0
16989,499.0
82314,546.0
415923,553.0
329573,557.0
211478,538.0
419810,620.0
408869,537.0
88675,579.0
311257,599.0
349507,545.0
395692,569.0
52565,474.0
384826,599.0
281682,515.0
333395,622.0
90860,507.0
124203,505.0
269981,554.0
72491,432.0
349180,532.0
156762,576.0
119107,485.0
298597,572.0
413215,575.0
193056,458.0
1099,489.0
329582,542.0
192639,526.0
165332,554.0
94661,551.0
312359,554.0
328168,546.0
304232,630.0
136836,560.0
357149,558.0
104403,586.0
214587,549.0
251837,528.0
130185,519.0
181259,481.0
100198,544.0
241997,537.0
113231,571.0
98575,610.0
154927,518.0
299139,517.0
425064,585.0
232357,556.0
62980,512.0
12625,521.0
291569,537.0
127842,575.0
28748,492.0
3506,560.0
50188,508.0
135184,553.0
390381,582.0
284774,561.0
324272,575.0
169742,534.0
142926,620.0
310412,606.0
231602,548.0
122853,582.0
378434,588.0
295367,567.0
356,521.0
24469,605.0
381092,630.0
450220,556.0
126109,531.0
92920,543.0
418055,600.0
363469,612.0
44470,506.0
12012,578.0
212289,609.0
300117,628.0
245408,552.0
262540,579.0
413815,503.0
331348,555.0
160343,663.0
405627,581.0
343208,581.0
1296,582.0
373981,635.0
257628,500.0
17596,464.0
427855,512.0
264798,535.0
60886,652.0
271977,593.0
255051,598.0
59119,532.0
213070,509.0
362807,598.0
429583,524.0
198420,458.0
345409,548.0
215526,516.0
190058,527.0
60269,599.0
149494,531.0
216799,546.0
97635,581.0
421501,506.0
420869,493.0
293708,511.0
420067,584.0
146307,589.0
327964,567.0
288906,536.0
393676,526.0
15482,544.0
201042,478.0
399222,578.0
162885,478.0
272655,577.0
262470,560.0
100253,485.0
291081,582.0
146243,595.0
451918,495.0
325519,480.0
416879,628.0
294332,559.0
44177,553.0
320135,529.0
227584,481.0
122937,505.0
186384,522.0
310165,597.0
303562,561.0
117377,556.0
406018,540.0
243744,579.0
213568,532.0
446120,590.0
60360,576.0
236552,511.0
256713,547.0
250756,582.0
281816,585.0
236424,564.0
349146,553.0
314114,571.0
400326,562.0
240877,562.0
240265,538.0
214927,622.0
155287,609.0
276332,490.0
111108,498.0
94132,508.0
277523,627.0
151319,483.0
388651,564.0
332453,537.0
447706,576.0
6971,612.0
312498,569.0
117028,492.0
36119,512.0
65968,511.0
62989,564.0
141581,554.0
303952,542.0
95483,546.0
295075,593.0
126190,500.0
197292,540.0
368359,563.0
276198,540.0
29523,479.0
320596,513.0
386128,560.0
406950,537.0
124815,583.0
411554,546.0
17110,554.0
12313,561.0
363036,565.0
372397,500.0
239578,504.0
72618,609.0
445569,492.0
26797,498.0
349203,538.0
256062,587.0
311721,543.0
18916,542.0
456208,558.0
40548,487.0
67763,565.0
394354,495.0
369176,564.0
237044,598.0
333712,546.0
32758,511.0
128189,604.0
394513,497.0
442377,659.0
241607,628.0
435820,502.0
350704,550.0
62520,654.0
21377,578.0
264593,614.0
369104,559.0
59314,616.0
444371,543.0
76949,555.0
25625,574.0
114621,518.0
167582,597.0
349175,508.0
353424,620.0
319331,532.0
427831,557.0
113149,591.0
62608,543.0
433118,554.0
243924,569.0
436259,507.0
29975,564.0
12073,538.0
199380,556.0
106839,547.0
23744,510.0
265587,534.0
394558,542.0
68117,505.0
221532,508.0
19730,593.0
49568,549.0
340373,449.0
432161,622.0
223563,574.0
377655,573.0
280976,571.0
24102,597.0
117392,556.0
403944,505.0
186870,531.0
433165,474.0
153380,594.0
56693,561.0
196672,576.0
163934,492.0
377657,593.0
6726,634.0
323840,498.0
415367,542.0
288418,556.0
162666,485.0
107632,559.0
464629,484.0
297623,557.0
242461,557.0
447059,565.0
139038,536.0
191970,507.0
402866,546.0
359616,546.0
162988,513.0
245023,583.0
24692,496.0
327618,588.0
187619,518.0
407596,563.0
167775,555.0
33524,505.0
134158,608.0
167950,540.0
300678,486.0
260136,565.0
273413,611.0
341260,562.0
244576,556.0
276935,599.0
147814,527.0
130137,618.0
256871,590.0
341077,619.0
317431,556.0
427201,494.0
154900,413.0
156773,485.0
82872,552.0
246886,558.0
200347,531.0
253202,524.0
47745,564.0
128477,599.0
453885,587.0
148962,569.0
358989,567.0
89877,566.0
76981,559.0
273599,587.0
179887,494.0
288289,527.0
375562,495.0
377876,552.0
419225,542.0
168118,532.0
220734,531.0
100298,472.0
71287,535.0
185966,503.0
430272,616.0
291537,515.0
322847,527.0
109054,564.0
285777,574.0
134042,604.0
202007,538.0
209604,599.0
108565,535.0
65499,601.0
52693,534.0
99361,555.0
168841,483.0
107740,611.0
69528,550.0
342454,555.0
120349,573.0
450919,560.0
371990,535.0
407322,501.0
246038,553.0
23994,530.0
57501,575.0
395951,488.0
130801,566.0
437282,628.0
124577,478.0
351316,544.0
213206,595.0
71132,519.0
435962,577.0
124661,562.0
166659,492.0
32805,609.0
9481,537.0
203848,504.0
112321,574.0
272817,538.0
457718,552.0
229883,542.0
453340,597.0
214216,559.0
125852,476.0
196943,556.0
348892,536.0
169593,510.0
11138,511.0
289417,576.0
72781,635.0
278368,586.0
368406,557.0
267426,552.0
389598,590.0
382864,560.0
91711,556.0
401632,573.0
2212,571.0
176145,583.0
425315,543.0
217885,547.0
219276,572.0
295960,622.0
441781,554.0
302421,546.0
43992,551.0
251812,592.0
396428,524.0
73890,567.0
386739,508.0
203842,534.0
442800,566.0
199140,509.0
23070,489.0
443586,560.0
4279,610.0
153300,524.0
257717,611.0
405543,606.0
121051,588.0
201566,574.0
53922,556.0
88381,600.0
45181,566.0
463476,549.0
430232,578.0
251571,567.0
137199,629.0
262048,493.0
71451,618.0
217861,597.0
454790,545.0
22845,490.0
333393,515.0
216116,519.0
8181,575.0
236505,519.0
208678,503.0
370017,617.0
73104,588.0
267738,566.0
320749,555.0
121973,509.0
1348,638.0
80288,487.0
232470,542.0
378280,567.0
27869,508.0
256331,646.0
336564,586.0
81555,609.0
297941,547.0
161250,480.0
330959,541.0
384934,558.0
266951,563.0
185939,512.0
298780,542.0
114503,578.0
353352,558.0
373182,546.0
283385,604.0
328556,592.0
461913,492.0
286901,574.0
133908,475.0
216437,518.0
91421,630.0
170887,510.0
385500,541.0
442163,508.0
83590,613.0
443160,491.0
191390,564.0
15363,544.0
43996,504.0
411603,511.0
137177,608.0
121042,591.0
243265,566.0
286211,517.0
105089,524.0
191148,544.0
12933,571.0
136365,513.0
71411,560.0
191846,531.0
54609,493.0
190833,476.0
351939,541.0
416378,502.0
310771,638.0
73719,546.0
102691,630.0
58868,513.0
422892,610.0
287531,561.0
425927,554.0
216431,536.0
97645,538.0
108125,594.0
242881,543.0
372493,646.0
291731,550.0
45486,502.0
77381,553.0
426690,580.0
74221,560.0
76731,618.0
324120,576.0
141857,496.0
215054,587.0
417460,516.0
141704,490.0
376511,558.0
18873,521.0
187824,516.0
38503,533.0
86298,538.0
430913,541.0
123688,554.0
375496,469.0
265223,625.0
321854,602.0
390519,542.0
331914,624.0
148741,562.0
330228,475.0
379777,513.0
23426,532.0
400793,549.0
307020,556.0
22850,575.0
451201,547.0
323820,547.0
395984,482.0
264550,550.0
354685,545.0
362010,557.0
307651,535.0
241460,530.0
361251,556.0
57167,513.0
358491,561.0
398905,631.0
200141,582.0
340778,560.0
355724,532.0
313904,560.0
281419,544.0
441358,621.0
337039,417.0
37393,527.0
416761,516.0
328316,548.0
278140,582.0
448320,599.0
260799,554.0
344877,578.0
51988,544.0
121698,472.0
46761,489.0
430496,542.0
360258,575.0
261725,627.0
278108,492.0
356496,571.0
387326,579.0
121884,548.0
409612,558.0
353019,546.0
298315,553.0
129377,559.0
127307,593.0
53358,642.0
77347,496.0
365295,595.0
232246,573.0
382502,585.0
275532,588.0
227149,583.0
141506,547.0
368320,440.0
314362,578.0
89705,528.0
430836,657.0
368228,547.0
167108,569.0
41,575.0
105808,549.0
30460,498.0
461311,570.0
402817,560.0
309500,600.0
401334,516.0
74965,561.0
424237,630.0
224999,511.0
261386,572.0
444042,501.0
430797,542.0
149858,504.0
113340,517.0
438808,652.0
31582,497.0
50603,567.0
221302,517.0
386976,544.0
264245,567.0
319436,559.0
408566,549.0
451239,491.0
275355,564.0
299971,563.0
269131,623.0
391115,531.0
219111,594.0
122476,509.0
307604,577.0
109253,555.0
266159,566.0
144329,556.0
272639,581.0
94945,499.0
160043,603.0
156103,457.0
271802,578.0
43930,551.0
98694,531.0
179993,488.0
56335,568.0
179069,557.0
73475,615.0
149701,533.0
93716,499.0
98451,530.0
293417,560.0
311013,555.0
248534,549.0
252042,570.0
200001,508.0
239324,553.0
425763,484.0
9088,504.0
28376,572.0
400850,508.0
366679,583.0
102977,593.0
49804,621.0
155339,542.0
308323,588.0
322019,596.0
246902,575.0
268548,569.0
55380,577.0
218350,494.0
113919,515.0
424051,649.0
177962,493.0
113481,586.0
223705,584.0
352370,493.0
223237,609.0
155759,477.0
291445,504.0
93932,563.0
18454,510.0
222422,574.0
323183,491.0
278756,570.0
74267,572.0
150247,661.0
63545,553.0
50709,599.0
66880,513.0
232146,586.0
461846,549.0
417840,543.0
408352,508.0
394116,560.0
276495,587.0
178928,487.0
67543,547.0
287863,543.0
256598,565.0
341627,590.0
434282,548.0
118591,601.0
192044,585.0
14499,543.0
446605,659.0
294126,556.0
82375,558.0
70523,587.0
88684,512.0
261512,559.0
242945,548.0
163533,571.0
295537,580.0
390502,577.0
187464,542.0
3085,566.0
34581,580.0
301129,550.0
214345,573.0
297702,557.0
46062,570.0
6193,572.0
24199,510.0
76156,582.0
146155,559.0
355852,565.0
127594,558.0
259216,517.0
59242,541.0
419701,556.0
194346,450.0
172919,544.0
107712,578.0
108489,577.0
46871,550.0
169787,547.0
42075,531.0
124867,460.0
154357,501.0
65279,512.0
220598,516.0
227279,576.0
18253,441.0
186167,571.0
263563,552.0
62680,486.0
282216,507.0
231321,557.0
361415,556.0
236535,481.0
465303,598.0
118694,494.0
140618,553.0
37402,491.0
81847,505.0
172213,495.0
49000,602.0
83963,610.0
355859,496.0
419594,600.0
10111,495.0
298837,607.0
155535,485.0
140647,598.0
36311,498.0
349579,589.0
59530,482.0
431032,496.0
113262,508.0
442416,596.0
405209,582.0
453181,609.0
154851,497.0
361461,518.0
249689,604.0
338968,547.0
395319,552.0
461023,487.0
258360,533.0
376405,577.0
25891,486.0
61113,600.0
105150,569.0
445144,559.0
292082,551.0
411273,526.0
296840,549.0
403562,560.0
19502,534.0
275477,510.0
5963,492.0
265356,582.0
95627,534.0
334984,592.0
463384,621.0
316629,530.0
386953,597.0
274493,622.0
280086,637.0
278997,560.0
282822,563.0
114847,508.0
350886,631.0
216057,522.0
260110,512.0
665,495.0
234202,543.0
455805,559.0
272143,555.0
237715,533.0
172668,577.0
6909,609.0
448132,553.0
164414,573.0
223971,489.0
202587,548.0
68323,552.0
128248,485.0
435968,528.0
426885,556.0
453992,556.0
384913,474.0
229966,570.0
315508,555.0
455024,498.0
261064,569.0
329000,475.0
271455,551.0
28086,504.0
87768,470.0
274965,648.0
298740,551.0
449078,549.0
3386,525.0
312279,561.0
394434,532.0
383645,556.0
236383,569.0
2614,550.0
373188,493.0
233594,566.0
415146,575.0
120620,558.0
179766,546.0
208727,513.0
320299,511.0
418135,617.0
306303,545.0
84704,584.0
127576,525.0
113253,539.0
66465,543.0
279762,519.0
135127,505.0
70858,472.0
453708,535.0
295858,541.0
373541,577.0
170999,532.0
144225,505.0
419369,546.0
144243,475.0
175974,572.0
119182,505.0
69181,570.0
57813,548.0
48705,519.0
87307,551.0
25392,499.0
217252,506.0
9319,532.0
57490,563.0
369839,531.0
121905,615.0
52337,545.0
405380,560.0
359030,552.0
30349,494.0
419170,548.0
434952,567.0
204355,583.0
65115,562.0
257607,537.0
100932,597.0
91751,542.0
412680,572.0
31262,522.0
142305,551.0
254178,479.0
15884,619.0
243333,581.0
240545,571.0
135270,552.0
352686,598.0
359147,538.0
461145,607.0
199009,478.0
416394,582.0
295143,526.0
33981,515.0
283979,588.0
130514,618.0
71777,517.0
149215,484.0
346938,563.0
224747,513.0
156659,544.0
229630,523.0
364363,510.0
449370,562.0
271039,567.0
344936,532.0
180590,558.0
369860,568.0
40154,493.0
236943,574.0
74783,600.0
447740,645.0
102552,519.0
243433,526.0
308603,569.0
199680,555.0
128836,598.0
386534,521.0
181851,604.0
421790,540.0
176768,539.0
106934,557.0
265458,577.0
166645,537.0
371601,561.0
272715,583.0
333290,630.0
200463,488.0
96021,574.0
287396,538.0
93834,603.0
90921,496.0
124048,503.0
239406,629.0
271361,588.0
295932,586.0
142814,560.0
214972,488.0
209591,589.0
60000,615.0
270757,505.0
224795,534.0
49405,589.0
428857,550.0
388762,593.0
304173,592.0
188163,527.0
115819,493.0
136689,445.0
7301,519.0
381250,502.0
227452,511.0
200162,527.0
82491,533.0
329433,536.0
138771,544.0
454348,527.0
157180,525.0
163089,543.0
260198,541.0
466110,609.0
282359,575.0
23269,578.0
